Date,ProductID,StockReceived,StockSold,StockOnHand
2022-04-17,26,347,99,248
2021-12-04,43,117,101,16
2023-02-05,27,202,193,9
2023-09-12,56,164,159,5
2023-04-27,17,98,72,26
2023-07-12,64,136,129,7
2021-12-21,57,476,162,314
2022-08-29,147,226,13,213
2023-06-26,15,266,91,175
2022-07-13,60,489,53,436
2021-11-06,40,84,14,70
2022-03-09,5,138,127,11
2021-11-09,125,361,303,58
2023-02-07,42,198,125,73
2023-03-23,27,367,23,344
2022-01-29,184,175,97,78
2023-04-07,61,145,126,19
2023-05-13,45,459,247,212
2022-09-23,43,464,48,416
2022-02-18,57,255,148,107
2023-04-08,185,395,264,131
2022-04-05,61,447,52,395
2022-10-12,90,127,55,72
2023-02-23,11,275,209,66
2023-07-17,22,134,127,7
2023-06-20,2,399,327,72
2022-12-22,26,195,4,191
2022-05-01,49,81,76,5
2022-04-10,17,320,269,51
2022-11-13,24,494,124,370
2021-09-28,93,221,74,147
2023-08-25,13,279,1,278
2023-07-09,123,141,48,93
2022-06-21,11,156,54,102
2021-10-29,167,114,77,37
2022-01-01,26,331,178,153
2023-05-31,13,138,30,108
2022-08-11,24,403,247,156
2022-10-23,27,81,62,19
2023-09-27,98,138,33,105
2022-09-20,19,400,9,391
2023-03-31,19,112,65,47
2022-01-02,186,341,199,142
2022-09-24,44,269,31,238
2023-06-10,10,387,63,324
2023-06-04,2,130,128,2
2022-04-08,60,397,51,346
2022-07-19,57,366,300,66
2022-03-07,39,327,103,224
2022-07-26,181,253,86,167
2023-07-26,22,106,36,70
2022-11-10,24,408,246,162
2022-07-06,17,133,95,38
2022-10-12,17,286,252,34
2022-05-03,39,491,327,164
2023-06-29,61,446,255,191
2022-05-25,138,459,399,60
2022-07-21,39,376,265,111
2021-11-19,13,158,87,71
2023-06-03,17,285,253,32
2021-12-18,113,328,95,233
2022-05-31,24,133,74,59
2022-07-26,116,491,448,43
2023-05-04,11,375,295,80
2023-01-14,28,367,356,11
2022-11-08,64,53,15,38
2022-09-30,3,55,19,36
2022-07-13,19,52,2,50
2023-04-03,187,329,50,279
2022-08-09,44,482,19,463
2022-05-09,39,321,157,164
2023-04-23,16,137,21,116
2022-10-05,5,67,27,40
2022-04-01,128,431,222,209
2023-04-14,89,399,45,354
2023-01-24,84,474,222,252
2023-06-28,71,333,208,125
2023-01-16,16,424,162,262
2023-05-09,43,122,60,62
2023-09-24,26,230,175,55
2022-11-03,60,146,47,99
2021-12-16,24,121,110,11
2023-05-04,56,317,94,223
2022-05-20,73,157,128,29
2022-12-13,44,91,71,20
2023-01-19,13,471,74,397
2022-02-27,17,241,110,131
2022-07-31,32,257,218,39
2023-03-02,18,352,337,15
2022-06-20,4,134,30,104
2023-07-28,13,60,42,18
2022-08-12,29,269,32,237
2022-07-09,43,304,181,123
2022-10-10,22,91,40,51
2022-06-23,3,167,26,141
2022-06-08,63,89,27,62
2023-03-10,111,50,30,20
2023-01-24,22,150,62,88
2023-06-11,89,170,107,63
2021-12-17,45,336,146,190
2023-06-12,89,453,369,84
2022-08-27,72,399,47,352
2021-11-08,2,407,77,330
2022-09-06,91,323,267,56
2023-04-16,17,109,4,105
2021-12-24,145,253,103,150
2022-10-27,119,481,128,353
2023-07-28,82,380,377,3
2023-02-14,17,207,143,64
2023-05-21,173,68,19,49
2023-01-20,28,337,192,145
2023-05-10,62,402,65,337
2023-01-03,26,270,100,170
2023-07-05,26,425,341,84
2021-10-30,107,492,167,325
2022-11-01,56,72,54,18
2021-10-24,57,106,62,44
2021-11-04,4,65,51,14
2022-12-30,44,188,92,96
2021-12-07,94,401,278,123
2022-08-10,22,473,429,44
2021-10-18,26,370,176,194
2022-09-26,22,348,64,284
2022-08-12,83,215,133,82
2023-05-25,17,295,150,145
2022-02-09,110,86,76,10
2021-12-10,29,462,431,31
2023-03-03,22,188,160,28
2022-04-14,29,223,48,175
2022-07-11,103,75,33,42
2023-04-09,143,243,41,202
2022-04-10,176,232,64,168
2023-04-08,24,298,283,15
2023-01-30,188,194,183,11
2022-01-28,83,339,164,175
2022-11-05,56,441,12,429
2022-06-09,161,112,45,67
2023-01-15,166,422,211,211
2023-03-05,29,140,19,121
2021-10-09,18,239,63,176
2023-07-01,16,287,272,15
2023-08-08,15,145,89,56
2022-01-04,118,137,18,119
2022-11-05,18,495,335,160
2022-11-09,17,132,105,27
2022-10-28,44,225,214,11
2023-09-28,15,500,116,384
2023-09-16,42,472,11,461
2023-09-25,111,230,21,209
2021-11-30,64,258,107,151
2022-03-24,11,307,306,1
2022-11-04,104,210,198,12
2021-10-30,39,486,221,265
2023-05-17,136,101,86,15
2023-02-06,176,390,374,16
2021-11-21,174,75,24,51
2023-08-10,164,232,189,43
2023-08-09,19,404,80,324
2022-05-02,56,184,72,112
2023-04-26,34,373,199,174
2023-09-16,94,391,100,291
2022-09-30,90,145,63,82
2022-03-13,43,430,324,106
2023-02-18,15,297,155,142
2023-01-23,189,422,73,349
2023-02-12,42,116,64,52
2023-05-25,13,342,227,115
2022-05-31,110,387,386,1
2023-03-07,24,426,289,137
2023-04-23,4,216,135,81
2023-04-25,22,141,15,126
2022-08-18,57,287,30,257
2022-09-13,11,91,80,11
2022-11-02,56,212,45,167
2023-06-22,82,382,58,324
2021-10-03,44,127,107,20
2022-10-16,135,227,120,107
2022-10-17,144,97,28,69
2022-04-13,24,96,39,57
2021-10-03,190,221,217,4
2022-11-17,24,460,171,289
2022-08-09,22,405,314,91
2023-02-08,107,322,106,216
2023-05-18,44,324,173,151
2023-08-27,187,307,90,217
2022-11-28,98,407,330,77
2022-12-18,127,236,76,160
2022-01-02,5,369,54,315
2021-11-19,88,290,241,49
2022-04-28,8,74,40,34
2021-11-19,161,147,133,14
2023-09-01,19,139,45,94
2023-07-20,44,146,40,106
2023-05-01,78,243,124,119
2021-12-30,57,464,115,349
2021-10-02,17,61,44,17
2023-06-30,60,157,149,8
2022-07-04,78,203,44,159
2023-05-25,102,443,104,339
2023-04-03,44,174,74,100
2021-12-12,135,322,24,298
2022-08-06,69,203,37,166
2022-04-11,19,234,5,229
2022-11-22,69,51,17,34
2021-10-28,5,351,194,157
2021-10-07,4,187,36,151
2022-05-18,54,208,21,187
2022-01-22,162,147,77,70
2023-09-11,2,134,128,6
2023-02-18,15,258,76,182
2023-03-03,5,100,84,16
2022-12-12,144,414,337,77
2023-06-25,26,470,98,372
2021-10-09,56,281,186,95
2023-04-17,56,165,118,47
2022-05-15,27,205,23,182
2023-01-04,19,74,60,14
2022-07-31,4,120,13,107
2022-04-06,191,70,38,32
2022-03-18,165,391,314,77
2023-04-21,11,431,69,362
2023-09-27,15,284,233,51
2021-12-24,57,500,358,142
2022-01-06,24,411,209,202
2022-09-27,44,263,206,57
2023-08-10,27,64,33,31
2021-11-11,22,164,78,86
2023-08-26,62,492,391,101
2022-01-07,138,319,234,85
2022-05-18,15,337,9,328
2023-06-19,122,191,135,56
2022-08-27,24,232,175,57
2022-01-17,19,105,50,55
2023-09-13,190,399,124,275
2023-04-20,29,439,244,195
2022-11-29,44,98,69,29
2022-01-04,19,489,416,73
2021-11-25,18,453,85,368
2023-01-08,143,475,113,362
2023-09-13,26,293,258,35
2021-10-27,150,475,38,437
2023-08-03,26,104,66,38
2022-07-24,44,484,225,259
2021-11-09,19,232,195,37
2023-01-20,8,347,179,168
2022-05-05,160,444,360,84
2022-01-09,22,425,415,10
2023-01-31,15,299,242,57
2022-03-18,19,193,99,94
2022-03-19,17,304,16,288
2022-11-20,12,385,82,303
2023-01-31,94,185,162,23
2023-09-09,27,406,288,118
2023-06-12,22,203,75,128
2022-10-27,7,198,68,130
2022-07-26,57,412,292,120
2023-05-19,122,125,27,98
2022-06-26,27,119,106,13
2022-02-14,64,377,72,305
2022-01-03,27,236,105,131
2023-08-16,56,92,49,43
2023-04-15,65,454,16,438
2023-07-03,22,247,187,60
2022-05-21,144,270,151,119
2023-07-28,60,135,47,88
2022-02-17,56,353,26,327
2023-06-18,174,307,273,34
2023-05-22,13,88,3,85
2022-08-21,1,278,217,61
2023-03-23,19,95,60,35
2021-10-13,5,222,7,215
2022-04-23,147,397,304,93
2023-02-26,11,72,57,15
2021-12-16,4,413,358,55
2023-06-13,123,142,92,50
2022-04-21,5,204,200,4
2023-02-27,3,252,139,113
2021-10-09,54,93,12,81
2023-09-11,57,313,47,266
2022-05-29,11,288,247,41
2021-10-20,39,54,34,20
2022-08-03,26,409,47,362
2023-08-07,57,498,334,164
2023-06-15,29,490,258,232
2022-09-29,60,281,88,193
2022-12-06,39,485,68,417
2022-04-14,8,77,16,61
2022-08-23,192,54,21,33
2023-01-23,133,219,49,170
2022-12-18,193,493,259,234
2023-04-18,4,209,179,30
2022-11-10,43,285,31,254
2023-01-18,15,339,102,237
2021-11-11,80,337,56,281
2022-01-07,103,407,251,156
2022-05-14,139,494,385,109
2023-07-21,113,61,55,6
2023-09-16,13,347,167,180
2022-10-23,60,284,228,56
2022-09-18,11,246,233,13
2022-12-01,27,109,57,52
2022-08-20,57,153,13,140
2023-09-17,165,59,2,57
2023-06-22,9,481,56,425
2023-07-25,105,85,27,58
2022-07-14,8,449,42,407
2022-02-11,46,339,164,175
2022-04-28,17,300,284,16
2023-03-16,24,111,38,73
2023-08-26,61,389,330,59
2023-06-07,18,197,111,86
2022-05-03,11,113,78,35
2021-12-11,30,89,61,28
2022-02-01,69,496,494,2
2022-07-12,23,168,97,71
2022-12-20,22,318,126,192
2022-09-04,24,411,401,10
2022-01-26,128,192,103,89
2021-11-30,94,170,62,108
2023-08-22,24,133,7,126
2022-07-08,5,427,361,66
2021-10-26,26,407,93,314
2022-04-04,13,469,63,406
2022-03-26,63,87,1,86
2023-03-09,28,203,14,189
2022-04-09,56,461,162,299
2023-03-23,24,177,138,39
2022-01-04,24,317,23,294
2022-11-06,17,391,171,220
2023-03-26,129,270,230,40
2022-03-29,33,311,243,68
2022-01-20,44,441,246,195
2022-12-21,18,131,121,10
2022-10-26,61,307,64,243
2021-10-31,98,429,310,119
2023-05-21,194,135,81,54
2023-08-28,59,141,61,80
2021-12-08,195,73,52,21
2022-10-14,57,89,27,62
2023-08-06,105,307,299,8
2022-03-16,190,492,378,114
2022-06-02,56,264,123,141
2022-01-23,56,330,231,99
2022-05-09,8,236,135,101
2022-08-04,73,349,45,304
2023-04-19,165,307,126,181
2022-06-28,26,116,38,78
2022-06-19,27,139,94,45
2022-07-31,82,304,269,35
2023-07-27,18,457,25,432
2022-10-11,56,423,201,222
2022-03-29,31,318,130,188
2022-04-28,56,472,6,466
2023-07-20,3,326,47,279
2022-10-29,8,474,413,61
2021-12-22,38,474,317,157
2023-01-20,97,497,248,249
2023-06-07,87,483,414,69
2023-09-21,145,318,2,316
2021-10-02,60,121,21,100
2023-01-04,153,473,345,128
2023-05-15,8,255,149,106
2023-06-11,196,105,9,96
2023-05-03,15,492,344,148
2023-09-13,19,374,250,124
2022-11-22,45,159,29,130
2023-01-28,123,137,28,109
2021-10-22,91,455,204,251
2023-08-06,22,465,270,195
2021-10-01,44,114,102,12
2022-12-22,8,384,117,267
2021-10-03,91,494,483,11
2021-12-27,27,146,74,72
2022-04-14,26,490,313,177
2023-07-11,19,213,211,2
2023-06-03,26,417,61,356
2022-05-17,60,477,401,76
2022-06-16,19,258,139,119
2021-12-05,5,406,48,358
2023-06-03,91,310,7,303
2022-02-02,22,398,159,239
2022-02-04,4,160,72,88
2023-05-20,114,484,167,317
2022-09-20,54,430,384,46
2022-09-07,24,179,57,122
2022-05-19,44,106,76,30
2023-06-14,44,332,238,94
2023-04-23,29,190,172,18
2022-05-11,34,290,98,192
2022-09-30,15,281,269,12
2022-04-15,124,364,88,276
2022-10-07,113,340,40,300
2023-01-22,46,107,26,81
2023-03-28,27,323,323,0
2022-11-26,22,250,62,188
2021-10-09,60,323,288,35
2023-02-26,17,238,15,223
2023-05-05,82,323,289,34
2022-12-19,92,241,210,31
2023-02-01,13,385,29,356
2022-12-30,30,53,1,52
2023-03-26,4,132,108,24
2022-02-14,88,429,337,92
2022-04-21,26,178,151,27
2021-12-05,113,221,77,144
2023-09-08,68,347,32,315
2023-06-30,17,271,124,147
2022-03-06,19,98,22,76
2021-12-17,100,289,123,166
2023-06-23,11,111,39,72
2022-10-21,44,248,215,33
2022-05-01,56,77,20,57
2023-02-22,26,496,282,214
2022-11-23,56,232,80,152
2022-06-27,122,124,46,78
2023-04-04,8,373,139,234
2023-01-18,26,105,90,15
2023-06-19,15,272,206,66
2022-06-29,29,214,33,181
2023-08-13,57,298,48,250
2021-10-24,93,96,87,9
2023-04-07,29,193,148,45
2022-01-02,59,222,65,157
2022-11-09,41,153,87,66
2022-08-01,166,281,116,165
2022-05-03,19,435,429,6
2022-11-18,27,111,88,23
2023-01-08,60,230,190,40
2023-09-26,26,274,24,250
2022-01-13,18,383,339,44
2023-08-22,5,262,120,142
2021-11-08,15,260,2,258
2023-05-17,126,215,158,57
2022-10-17,131,336,169,167
2022-01-17,44,231,71,160
2023-04-09,98,283,13,270
2021-12-22,43,350,338,12
2022-12-02,31,341,273,68
2022-06-30,57,347,112,235
2022-03-02,22,269,214,55
2023-03-17,27,267,215,52
2023-09-03,144,191,176,15
2022-12-17,196,447,175,272
2022-11-06,4,438,156,282
2023-05-02,5,118,65,53
2022-12-04,143,248,243,5
2023-03-30,8,111,6,105
2021-10-04,39,111,101,10
2022-09-23,8,310,84,226
2023-06-03,7,412,225,187
2023-05-31,79,281,152,129
2022-04-18,161,458,101,357
2023-04-07,62,419,261,158
2021-10-30,41,359,193,166
2023-04-02,15,153,134,19
2022-06-01,18,391,66,325
2021-10-14,44,319,286,33
2023-09-27,136,166,16,150
2023-04-05,61,453,109,344
2023-02-25,196,143,10,133
2022-09-20,142,326,183,143
2022-06-03,5,493,493,0
2022-02-23,98,422,111,311
2022-10-02,25,433,355,78
2022-06-03,196,198,63,135
2022-06-22,24,312,219,93
2022-10-02,60,441,3,438
2022-11-05,197,100,67,33
2021-11-26,13,491,452,39
2022-10-03,1,472,175,297
2023-05-04,60,381,301,80
2022-01-24,56,200,24,176
2022-04-22,29,123,96,27
2022-03-18,13,238,82,156
2021-10-25,5,248,41,207
2021-10-27,129,454,134,320
2023-05-25,53,417,111,306
2022-05-17,15,117,60,57
2022-05-06,24,447,155,292
2022-03-15,27,394,302,92
2022-09-16,29,480,133,347
2022-03-05,74,160,115,45
2022-11-06,13,484,466,18
2023-06-26,39,378,272,106
2021-11-01,10,301,243,58
2022-07-05,25,230,31,199
2022-03-28,118,500,111,389
2022-10-23,153,301,229,72
2023-07-02,73,464,388,76
2023-09-22,19,306,150,156
2023-09-25,17,168,148,20
2023-05-05,57,379,171,208
2023-08-02,13,197,57,140
2022-08-12,102,113,66,47
2022-06-27,22,90,6,84
2023-05-26,62,121,52,69
2023-04-22,123,175,85,90
2022-07-01,22,167,126,41
2023-02-27,40,343,153,190
2022-11-25,120,395,98,297
2023-09-08,68,290,179,111
2022-09-30,17,394,191,203
2023-09-06,29,325,15,310
2023-01-09,153,469,370,99
2023-03-04,44,252,240,12
2023-09-14,26,399,36,363
2022-09-21,56,88,39,49
2023-06-23,24,180,100,80
2022-02-11,120,167,50,117
2021-12-06,60,260,245,15
2021-12-02,60,231,135,96
2022-12-05,19,159,118,41
2022-08-17,167,128,123,5
2022-11-03,5,405,183,222
2023-05-14,39,288,215,73
2022-12-10,15,176,67,109
2022-02-22,57,403,191,212
2023-08-26,4,229,13,216
2022-08-16,11,452,242,210
2022-09-08,22,397,183,214
2023-02-07,49,297,146,151
2023-08-01,8,131,5,126
2022-11-19,132,259,140,119
2022-07-11,6,322,132,190
2022-12-17,114,223,202,21
2022-05-02,15,58,28,30
2023-06-09,49,203,99,104
2023-02-23,26,441,97,344
2022-10-04,5,454,243,211
2022-06-07,39,279,240,39
2023-09-17,43,170,64,106
2023-04-25,136,356,80,276
2022-09-16,4,61,44,17
2022-08-13,13,496,330,166
2023-02-28,19,268,123,145
2023-01-27,59,113,75,38
2023-04-16,29,409,196,213
2021-12-22,58,427,95,332
2023-08-08,4,149,143,6
2021-12-21,26,86,15,71
2023-01-19,22,229,135,94
2023-03-10,185,288,128,160
2022-04-06,4,145,51,94
2023-07-27,15,346,45,301
2022-09-07,29,432,64,368
2022-12-30,19,151,97,54
2022-08-16,29,385,77,308
2022-12-18,17,266,58,208
2022-09-07,15,427,98,329
2021-11-10,198,200,150,50
2021-11-27,114,107,78,29
2021-12-19,30,365,15,350
2022-10-24,199,232,65,167
2022-08-23,57,74,66,8
2023-07-12,81,210,170,40
2021-10-02,57,288,54,234
2022-02-09,44,158,130,28
2022-03-27,130,279,252,27
2022-09-02,25,51,45,6
2023-09-17,38,222,66,156
2022-02-12,27,161,132,29
2022-09-29,15,404,128,276
2023-01-03,13,136,38,98
2022-09-14,200,357,150,207
2023-06-18,71,332,99,233
2023-01-14,181,447,441,6
2023-04-28,61,300,3,297
2022-04-03,57,57,5,52
2022-12-14,27,260,248,12
2021-10-22,132,488,198,290
2022-07-30,57,226,120,106
2022-06-04,81,336,160,176
2022-12-03,113,436,427,9
2021-10-27,60,89,89,0
2022-01-13,160,236,132,104
2022-04-06,15,234,185,49
2022-11-09,4,453,380,73
2022-10-11,201,436,317,119
2022-03-30,15,289,68,221
2022-03-17,39,214,55,159
2022-01-03,57,281,102,179
2022-01-22,11,483,450,33
2023-08-03,13,447,5,442
2023-03-12,4,180,115,65
2022-02-15,18,118,65,53
2023-07-25,72,85,37,48
2023-07-28,2,310,177,133
2021-11-21,4,214,199,15
2022-11-08,196,225,206,19
2021-12-20,17,89,64,25
2023-09-18,44,398,97,301
2023-01-22,46,185,169,16
2021-12-16,60,371,36,335
2023-01-25,27,98,20,78
2023-04-03,72,75,60,15
2022-11-05,29,143,50,93
2023-09-04,26,275,202,73
2022-01-12,87,322,187,135
2022-04-12,15,349,187,162
2023-02-22,202,299,36,263
2023-07-18,42,347,223,124
2022-06-02,12,132,29,103
2023-04-20,19,214,124,90
2023-04-14,18,322,37,285
2023-02-25,18,196,19,177
2023-09-19,52,271,127,144
2022-09-23,60,383,331,52
2022-05-13,38,347,249,98
2023-03-25,54,455,105,350
2023-06-01,31,402,340,62
2023-06-25,50,263,168,95
2022-01-13,102,115,32,83
2021-11-16,185,481,112,369
2023-01-29,22,346,189,157
2023-03-13,19,363,172,191
2023-06-27,11,69,32,37
2023-06-01,5,282,191,91
2022-08-14,81,57,56,1
2022-03-14,17,106,62,44
2023-09-17,39,369,191,178
2021-12-22,48,143,82,61
2022-07-28,28,143,17,126
2022-10-15,126,293,159,134
2022-08-08,43,373,259,114
2023-09-26,11,238,160,78
2022-06-12,34,59,46,13
2022-01-15,19,117,20,97
2021-11-25,128,464,215,249
2022-07-22,116,413,194,219
2022-12-12,44,140,3,137
2023-05-14,75,103,101,2
2022-11-02,24,174,155,19
2022-05-09,47,112,11,101
2022-03-16,19,305,288,17
2022-08-20,8,436,40,396
2022-07-28,24,321,317,4
2021-12-08,81,422,357,65
2022-01-26,24,71,36,35
2023-08-09,18,479,83,396
2022-05-10,203,367,25,342
2021-12-15,8,377,222,155
2022-08-23,39,135,17,118
2023-06-04,39,341,11,330
2023-02-02,125,213,108,105
2022-03-29,128,80,38,42
2022-07-12,43,143,103,40
2023-03-08,204,268,243,25
2022-09-01,29,226,178,48
2021-09-30,185,79,35,44
2023-03-16,59,182,155,27
2022-07-28,26,388,222,166
2022-11-18,19,496,458,38
2023-04-22,60,259,254,5
2023-09-12,5,84,51,33
2022-07-29,5,357,292,65
2022-04-13,27,319,64,255
2023-01-05,42,349,315,34
2023-08-09,39,357,117,240
2022-09-29,57,207,150,57
2022-12-13,5,258,159,99
2023-04-21,123,431,303,128
2022-09-22,8,228,172,56
2022-11-13,78,75,22,53
2022-01-16,101,316,160,156
2021-11-01,87,446,27,419
2022-03-23,127,86,19,67
2023-06-19,205,60,34,26
2023-03-10,4,273,163,110
2023-08-19,11,401,198,203
2023-08-06,11,330,190,140
2022-06-04,69,171,123,48
2022-05-18,57,322,14,308
2022-06-02,29,397,203,194
2022-05-03,51,79,64,15
2023-07-26,69,415,77,338
2023-06-19,153,100,87,13
2023-02-07,35,102,15,87
2023-05-23,24,336,36,300
2021-12-20,29,337,283,54
2022-09-11,4,80,18,62
2022-09-21,27,79,76,3
2021-12-20,22,279,207,72
2023-03-12,190,150,61,89
2022-04-22,132,60,20,40
2022-11-29,15,103,87,16
2022-09-09,105,464,26,438
2021-12-26,43,132,26,106
2022-01-12,47,327,6,321
2022-01-26,8,357,51,306
2023-02-04,147,248,139,109
2022-12-30,56,321,242,79
2022-08-30,100,112,16,96
2023-02-08,112,88,20,68
2023-04-05,173,127,125,2
2023-05-29,4,489,169,320
2023-08-14,56,90,24,66
2022-10-25,39,432,234,198
2023-04-08,8,341,185,156
2021-10-28,17,295,172,123
2023-08-15,206,308,165,143
2023-01-21,72,345,27,318
2022-05-01,27,353,236,117
2022-06-28,159,411,404,7
2022-04-29,5,158,101,57
2022-08-10,26,352,183,169
2023-08-28,13,219,123,96
2022-02-13,123,193,10,183
2022-11-28,10,135,12,123
2021-12-31,60,193,86,107
2021-12-24,19,158,130,28
2021-12-07,161,424,229,195
2021-10-20,8,197,52,145
2021-10-13,48,445,87,358
2022-09-05,29,272,120,152
2023-09-12,48,88,73,15
2023-01-11,150,322,234,88
2023-07-29,27,369,196,173
2023-09-21,26,366,14,352
2021-12-21,118,413,249,164
2022-04-13,119,84,49,35
2023-08-07,56,348,244,104
2023-08-08,56,205,118,87
2022-12-21,64,327,27,300
2022-09-10,5,407,362,45
2023-08-29,43,228,186,42
2023-09-02,94,130,99,31
2021-11-18,118,354,108,246
2023-02-04,11,174,105,69
2022-01-20,50,341,305,36
2021-10-15,60,196,81,115
2022-07-10,39,414,278,136
2022-12-31,207,110,30,80
2023-09-24,153,364,270,94
2022-11-12,33,456,147,309
2022-02-18,43,57,46,11
2022-12-13,33,395,356,39
2023-04-08,16,258,141,117
2021-12-23,27,454,385,69
2022-06-16,125,436,410,26
2023-07-05,24,206,125,81
2023-08-06,18,111,37,74
2023-09-02,39,197,109,88
2023-07-21,27,479,13,466
2022-07-04,43,275,275,0
2022-11-26,64,68,18,50
2023-01-25,45,212,75,137
2021-10-29,45,410,277,133
2022-05-30,29,435,288,147
2021-11-25,18,355,225,130
2023-08-01,15,406,333,73
2021-11-15,15,165,137,28
2023-08-05,24,432,408,24
2023-09-12,101,108,10,98
2022-12-23,56,454,389,65
2022-03-20,60,124,47,77
2023-04-16,18,149,50,99
2022-05-03,5,99,77,22
2023-08-18,19,310,281,29
2022-04-07,138,347,293,54
2022-12-07,27,294,148,146
2022-02-14,42,474,235,239
2022-02-01,17,313,151,162
2021-10-29,4,79,60,19
2022-05-15,57,60,50,10
2023-05-19,18,408,276,132
2023-04-02,13,173,19,154
2022-07-23,186,337,73,264
2023-03-10,56,236,216,20
2023-05-15,27,196,107,89
2022-05-23,30,480,463,17
2022-09-13,208,192,166,26
2021-10-13,38,412,303,109
2023-08-26,22,178,154,24
2022-11-08,24,447,27,420
2022-01-26,209,471,423,48
2022-06-13,27,428,394,34
2023-08-29,44,62,31,31
2022-03-10,122,229,202,27
2022-11-17,150,75,5,70
2023-03-07,13,315,231,84
2023-03-12,57,405,395,10
2022-05-25,60,286,107,179
2023-09-20,44,126,57,69
2023-09-24,27,270,241,29
2023-01-15,8,262,228,34
2022-08-11,22,366,112,254
2023-04-13,113,145,35,110
2023-05-12,39,342,294,48
2022-05-02,18,202,59,143
2022-02-12,27,343,84,259
2022-03-07,15,120,24,96
2022-08-20,19,326,299,27
2022-11-23,173,184,29,155
2023-06-29,39,121,64,57
2022-02-22,123,395,302,93
2022-11-11,49,490,66,424
2023-06-08,26,91,59,32
2021-10-21,85,440,439,1
2023-01-25,13,66,24,42
2023-02-27,17,354,241,113
2023-01-31,8,100,68,32
2022-09-28,60,493,60,433
2023-04-16,128,381,176,205
2023-08-31,39,232,52,180
2021-11-23,17,427,114,313
2022-11-29,45,321,99,222
2023-08-12,210,367,266,101
2023-04-10,24,54,18,36
2023-01-31,26,399,103,296
2023-09-08,27,468,439,29
2023-09-06,28,302,55,247
2023-05-16,19,286,273,13
2023-05-07,211,449,341,108
2023-02-06,56,67,52,15
2023-08-17,29,92,33,59
2023-01-08,209,440,113,327
2022-12-10,8,484,152,332
2022-05-07,212,441,289,152
2022-05-10,8,383,44,339
2023-09-28,5,289,187,102
2022-05-14,127,367,218,149
2023-04-02,71,347,284,63
2023-08-13,81,479,473,6
2021-12-03,44,282,195,87
2022-04-28,24,349,220,129
2022-06-29,187,477,403,74
2021-11-04,26,456,218,238
2022-06-24,24,122,121,1
2023-09-20,44,394,58,336
2022-08-17,17,51,39,12
2022-07-09,11,361,73,288
2023-01-14,27,150,107,43
2022-09-05,26,460,424,36
2022-12-12,44,267,53,214
2022-04-25,133,346,203,143
2022-03-09,15,145,79,66
2023-01-11,56,186,81,105
2022-08-15,29,105,69,36
2022-01-15,5,102,32,70
2023-07-07,43,282,10,272
2022-09-29,121,214,148,66
2023-06-07,49,398,90,308
2022-11-06,113,302,210,92
2022-04-21,32,150,59,91
2022-01-22,10,312,263,49
2022-04-10,213,431,23,408
2021-12-22,39,268,75,193
2023-03-19,22,274,211,63
2023-01-17,22,51,24,27
2023-06-30,57,372,366,6
2022-08-03,11,296,292,4
2022-06-07,24,115,42,73
2022-04-02,26,181,128,53
2021-10-28,161,445,147,298
2022-11-08,13,289,109,180
2022-06-18,57,410,118,292
2023-03-15,115,226,85,141
2021-10-14,91,169,165,4
2022-01-14,11,223,208,15
2022-04-17,41,446,193,253
2022-11-02,18,434,326,108
2023-08-16,181,429,19,410
2022-09-30,13,278,274,4
2021-11-24,130,253,85,168
2023-01-25,18,50,2,48
2022-08-19,103,152,145,7
2022-05-10,8,154,138,16
2022-05-09,15,481,284,197
2021-11-14,126,247,223,24
2023-05-02,122,105,26,79
2022-09-27,181,368,8,360
2022-03-11,13,341,2,339
2022-02-15,187,197,123,74
2023-03-09,13,228,94,134
2023-04-02,8,337,3,334
2023-07-24,174,424,208,216
2023-08-29,15,177,156,21
2022-09-08,39,400,148,252
2022-05-26,15,383,315,68
2023-08-12,39,201,68,133
2023-05-28,114,396,224,172
2023-09-08,113,500,386,114
2022-04-14,185,177,94,83
2023-05-24,101,214,70,144
2022-05-09,24,219,86,133
2022-07-12,8,162,152,10
2022-09-04,56,281,260,21
2022-09-04,120,181,51,130
2022-02-19,56,160,13,147
2023-05-27,67,83,10,73
2021-11-24,60,110,81,29
2023-09-07,126,423,354,69
2023-02-09,82,205,88,117
2021-11-12,83,139,75,64
2023-07-01,37,216,17,199
2021-12-10,194,318,169,149
2022-06-14,121,432,225,207
2021-10-13,33,235,173,62
2023-07-21,39,109,84,25
2022-02-07,128,119,23,96
2023-05-29,39,328,39,289
2022-09-15,13,354,206,148
2023-07-02,11,417,316,101
2022-09-19,57,337,151,186
2023-03-15,15,291,172,119
2022-05-27,105,496,44,452
2023-05-25,27,395,336,59
2021-10-26,136,122,42,80
2021-11-10,22,499,383,116
2023-02-14,17,143,132,11
2022-03-13,37,62,38,24
2023-01-29,43,244,197,47
2023-04-21,56,303,95,208
2023-09-26,57,265,77,188
2023-03-24,26,451,308,143
2022-10-13,5,496,466,30
2023-01-21,43,110,31,79
2022-08-01,29,300,279,21
2021-10-19,87,361,150,211
2023-02-17,17,112,43,69
2023-03-31,130,74,72,2
2022-10-07,43,320,299,21
2023-05-12,26,172,136,36
2022-06-20,48,366,316,50
2022-07-22,4,162,73,89
2022-05-07,51,121,60,61
2022-10-28,150,430,103,327
2023-04-18,214,158,87,71
2022-12-06,57,433,22,411
2022-04-23,103,294,23,271
2022-10-27,17,495,332,163
