Date,ProductID,CustomerID,SupplierID,ShipperID,QuantitySold,TotalAmount,DiscountAmount,NetAmount
2021-10-31,98,1264,6,3,53,36749.67,51.48,36698.19
2023-05-21,194,1265,15,16,29,18882.19,105.28,18776.91
2023-08-28,59,1266,19,4,71,70654.23,127.29,70526.94
2021-12-08,195,1267,24,11,4,1844.36,122.37,1721.9899999999998
2022-10-14,57,1268,11,15,46,19922.6,0.67,19921.930000000004
2023-08-06,105,1269,17,7,86,75065.1,219.63,74845.47
2022-03-16,190,1270,8,17,47,30602.17,11.95,30590.22
2022-06-02,56,1271,10,16,20,924.6,4.61,919.99
2022-01-23,56,1272,6,3,69,3189.87,11.46,3178.41
2022-05-09,8,1273,23,7,56,3808.56,13.88,3794.68
2022-08-04,73,1274,34,13,57,24686.7,12.79,24673.91
2023-04-19,165,1275,6,1,46,17782.22,2.68,17779.54
2022-06-28,26,1276,10,14,48,41896.8,141.16,41755.64
2022-06-19,27,1277,8,9,19,8760.71,71.9,8688.81
2022-07-31,82,1278,38,3,15,5460.15,93.3,5366.849999999999
2023-07-27,18,1279,27,3,18,11719.98,48.4,11671.58
2022-10-11,56,1280,19,2,78,3605.94,4.69,3601.2499999999995
2022-03-29,31,1281,21,17,78,33781.8,124.07,33657.73
2022-04-28,56,1282,24,12,76,3513.48,12.5,3500.98
2023-07-20,3,1283,5,18,74,28606.18,83.21,28522.97
2022-10-29,8,1284,5,5,71,4828.71,12.35,4816.36
2021-12-22,38,1285,12,18,91,33124.91,74.96,33049.95
2023-01-20,97,1286,37,4,65,41737.15,82.84,41654.310000000005
2023-06-07,87,1287,24,9,7,4620.349999999999,120.01,4500.339999999999
2023-09-21,145,1288,17,2,34,9132.74,41.7,9091.04
2021-10-02,60,1289,4,2,16,15224.48,160.21,15064.27
2023-01-04,153,1290,24,5,32,14754.88,32.33,14722.55
2023-05-15,8,1291,11,9,95,6460.950000000001,13.98,6446.970000000001
2023-06-11,196,1292,37,3,22,9500.04,106.85,9393.19
2023-05-03,15,1293,38,18,96,81353.28,122.64,81230.64
2023-09-13,19,1294,7,17,58,48731.02,30.63,48700.39000000001
2022-11-22,45,1295,3,17,100,84743.0,76.37,84666.63
2023-01-28,123,1296,9,18,87,56754.45,20.38,56734.07000000001
2021-10-22,91,1297,23,9,69,29795.58,17.02,29778.56
2023-08-06,22,1298,12,17,83,22294.63,14.56,22280.07
2021-10-01,44,1299,25,14,20,4576.4,55.22,4521.179999999999
2022-12-22,8,1300,24,5,78,5304.780000000001,8.68,5296.1
2021-10-03,91,1301,6,6,73,31522.86,102.24,31420.62
2021-12-27,27,1302,1,15,92,42420.28,60.93,42359.35
2022-04-14,26,1303,40,17,15,13092.75,40.66,13052.09
2023-07-11,19,1304,4,17,66,55452.54,62.02,55390.52
2023-06-03,26,1305,13,15,39,34041.15,31.89,34009.26
2022-05-17,60,1306,17,10,80,76122.4,24.48,76097.92
2022-06-16,19,1307,5,9,24,20164.56,171.24,19993.32
2021-12-05,5,1308,19,7,62,40445.7,155.66,40290.04
2023-06-03,91,1309,13,3,73,31522.86,80.99,31441.87
2022-02-02,22,1310,17,4,61,16385.21,59.85,16325.36
2022-02-04,4,1311,24,16,48,17472.48,93.07,17379.41
2023-05-20,114,1312,3,9,13,12093.9,263.17,11830.73
2022-09-20,54,1313,6,6,100,22882.0,19.21,22862.79
2022-09-07,24,1314,14,14,31,11983.67,101.61,11882.06
2022-05-19,44,1315,24,15,2,457.64,5.31,452.33
2023-06-14,44,1316,5,16,37,8466.34,64.31,8402.03
2023-04-23,29,1317,24,8,44,28252.84,24.78,28228.06
2022-05-11,34,1318,3,11,84,54797.4,17.93,54779.47
2022-09-30,15,1319,17,16,20,16948.6,186.17,16762.43
2022-04-15,124,1320,10,10,34,7779.88,28.67,7751.21
2022-10-07,113,1321,15,8,49,13161.89,71.27,13090.62
2023-01-22,46,1322,37,13,58,37242.38,178.61,37063.77
2023-03-28,27,1323,12,14,73,33659.57,50.66,33608.91
2022-11-26,22,1324,19,8,88,23637.68,0.98,23636.7
2021-10-09,60,1325,9,9,61,58043.33,226.46,57816.87
2023-02-26,17,1326,5,15,98,67952.22,95.76,67856.46
2023-05-05,82,1327,7,2,48,17472.48,109.13,17363.35
2022-12-19,92,1328,4,8,61,53243.85,159.37,53084.48
2023-02-01,13,1329,11,13,58,53957.4,32.91,53924.48999999999
2022-12-30,30,1330,12,12,9,3276.09,56.05,3220.04
2023-03-26,4,1331,25,4,45,16380.45,58.74,16321.71
2022-02-14,88,1332,36,17,51,43218.93,171.86,43047.07
2022-04-21,26,1333,6,12,74,64590.9,72.85,64518.05
2021-12-05,113,1334,17,15,26,6983.860000000001,63.45,6920.410000000001
2023-09-08,68,1335,18,7,89,58744.45,92.25,58652.2
2023-06-30,17,1336,6,5,16,11094.24,20.54,11073.7
2022-03-06,19,1337,12,7,59,49571.21000000001,140.57,49430.64000000001
2021-12-17,100,1338,6,14,36,13916.52,91.34,13825.18
2023-06-23,11,1339,9,15,31,20461.55,95.05,20366.5
2022-10-21,44,1340,25,8,59,13500.38,64.12,13436.259999999998
2022-05-01,56,1341,26,11,3,138.69,8.89,129.8
2023-02-22,26,1342,18,6,38,33168.3,168.62,32999.68
2022-11-23,56,1343,6,8,100,4623.0,4.94,4618.06
2022-06-27,122,1344,12,11,20,8636.4,46.64,8589.76
2023-04-04,8,1345,17,14,21,1428.21,17.68,1410.53
2023-01-18,26,1346,25,12,41,35786.85,123.16,35663.689999999995
2023-06-19,15,1347,21,3,20,16948.6,231.12,16717.48
2022-06-29,29,1348,34,9,100,64211.0,58.1,64152.9
2023-08-13,57,1349,12,17,65,28151.5,72.58,28078.92
2021-10-24,93,1350,18,11,98,62926.78,43.58,62883.2
2023-04-07,29,1351,23,12,39,25042.29,180.91,24861.38
2022-01-02,59,1352,7,16,63,62693.19,287.49,62405.7
2022-11-09,41,1353,1,4,55,54732.15,54.35,54677.8
2022-08-01,166,1354,5,8,42,1941.66,10.78,1930.88
2022-05-03,19,1355,3,14,76,63854.44,214.19,63640.25
2022-11-18,27,1356,3,9,8,3688.72,92.11,3596.61
2023-01-08,60,1357,8,8,100,95153.0,230.86,94922.14
2023-09-26,26,1358,14,6,16,13965.6,34.82,13930.78
2022-01-13,18,1359,4,5,73,47531.03,103.92,47427.11
2023-08-22,5,1360,7,6,73,47621.55,181.23,47440.32
2021-11-08,15,1361,25,12,61,51693.23,181.74,51511.49
2023-05-17,126,1362,24,10,45,17395.65,28.96,17366.690000000002
2022-10-17,131,1363,29,15,39,17982.51,54.65,17927.859999999997
2022-01-17,44,1364,8,13,79,18076.78,20.8,18055.98
2023-04-09,98,1365,15,9,53,36749.67,136.08,36613.59
2021-12-22,43,1366,30,14,77,33250.14,21.51,33228.63
2022-12-02,31,1367,16,17,55,23820.5,96.94,23723.56
2022-06-30,57,1368,6,6,66,28584.6,78.34,28506.26
2022-03-02,22,1369,9,11,88,23637.68,71.61,23566.07
2023-03-17,27,1370,3,13,87,40114.83,125.44,39989.38999999999
2023-09-03,144,1371,25,13,88,38000.16,11.29,37988.87
2022-12-17,196,1372,8,17,23,9931.86,92.97,9838.89
2022-11-06,4,1373,15,15,84,30576.84,86.57,30490.27
2023-05-02,5,1374,4,2,64,41750.4,143.29,41607.11
2022-12-04,143,1375,14,17,78,5304.780000000001,4.18,5300.6
2023-03-30,8,1376,25,6,39,2652.3900000000003,19.1,2633.2900000000004
2021-10-04,39,1377,25,12,5,4975.65,272.04,4703.61
2022-09-23,8,1378,18,15,38,2584.38,20.29,2564.09
2023-06-03,7,1379,8,13,32,20875.2,50.29,20824.91
2023-05-31,79,1380,5,6,38,25081.9,84.09,24997.81
2022-04-18,161,1381,5,17,31,7093.42,1.25,7092.17
2023-04-07,62,1382,23,18,52,48375.6,263.19,48112.41
2021-10-30,41,1383,5,3,15,14926.95,58.56,14868.39
2023-04-02,15,1384,8,2,72,61014.96,116.76,60898.2
2022-06-01,18,1385,19,4,89,57948.79,76.17,57872.62
2021-10-14,44,1386,24,1,82,18763.24,18.54,18744.7
2023-09-27,136,1387,18,9,22,21892.86,283.19,21609.67
2023-04-05,61,1388,10,6,16,15224.48,181.8,15042.68
2023-02-25,196,1389,5,10,58,25045.56,108.7,24936.86
2022-09-20,142,1390,10,16,99,63568.89,154.12,63414.77
2022-06-03,5,1391,3,7,25,16308.75,107.11,16201.64
2022-02-23,98,1392,10,3,30,20801.7,119.44,20682.26
2022-10-02,25,1393,6,8,29,27594.37,282.49,27311.88
2022-06-03,196,1394,7,2,20,8636.4,12.71,8623.69
2022-06-22,24,1395,19,2,4,1546.28,78.24,1468.04
2022-10-02,60,1396,15,12,61,58043.33,38.31,58005.02
2022-11-05,197,1397,1,15,16,739.68,5.39,734.29
2021-11-26,13,1398,24,17,19,17675.7,159.02,17516.68
2022-10-03,1,1399,9,17,66,43055.1,194.13,42860.97
2023-05-04,60,1400,8,8,80,76122.4,145.41,75976.98999999999
2022-01-24,56,1401,10,5,8,369.84,8.47,361.37
2022-04-22,29,1402,22,8,91,58432.01,35.37,58396.64
2022-03-18,13,1403,14,8,73,67911.9,176.14,67735.76
2021-10-25,5,1404,4,2,72,46969.2,55.58,46913.62
2021-10-27,129,1405,18,15,41,15849.37,80.59,15768.78
2023-05-25,53,1406,3,8,69,44926.59,170.16,44756.43
2022-05-17,15,1407,21,1,26,22033.18,67.18,21966.0
2022-05-06,24,1408,24,5,94,36337.58,48.23,36289.35
2022-03-15,27,1409,11,15,28,12910.52,121.46,12789.06
2022-09-16,29,1410,6,1,76,48800.36,9.64,48790.72
2022-03-05,74,1411,29,4,7,1880.27,9.11,1871.16
2022-11-06,13,1412,19,14,65,60469.5,33.52,60435.98
2023-06-26,39,1413,4,9,78,77620.14,249.85,77370.29
2021-11-01,10,1414,3,10,29,12559.9,47.94,12511.96
2022-07-05,25,1415,24,10,31,29497.43,270.26,29227.17
2022-03-28,118,1416,17,5,44,43785.72,69.43,43716.29
2022-10-23,153,1417,23,7,37,17060.329999999998,49.51,17010.82
2023-07-02,73,1418,1,6,37,16024.7,71.17,15953.53
2023-09-22,19,1419,5,16,72,60493.68000000001,200.27,60293.41000000001
2023-09-25,17,1420,18,4,76,52697.64,168.61,52529.03
2023-05-05,57,1421,1,15,68,29450.800000000003,98.99,29351.81
2023-08-02,13,1422,25,11,66,61399.8,33.97,61365.83
2022-08-12,102,1423,7,14,54,23387.4,61.18,23326.22
2022-06-27,22,1424,23,15,33,8864.130000000001,45.73,8818.400000000001
2023-05-26,62,1425,27,11,83,77214.9,244.9,76970.0
2023-04-22,123,1426,24,3,54,35226.9,118.04,35108.86
2022-07-01,22,1427,7,12,49,13161.89,1.87,13160.02
2023-02-27,40,1428,17,2,83,3837.09,1.71,3835.38
2022-11-25,120,1429,8,9,50,42009.5,236.49,41773.01
2023-09-08,68,1430,24,4,71,46863.55,16.99,46846.56
2022-09-30,17,1431,19,2,12,8320.68,89.29,8231.39
2023-09-06,29,1432,9,6,94,60358.34,102.88,60255.46000000001
2023-01-09,153,1433,5,5,78,35965.02,72.96,35892.06
2023-03-04,44,1434,12,10,70,16017.4,55.7,15961.7
2023-09-14,26,1435,4,18,27,23566.95,237.47,23329.48
2022-09-21,56,1436,25,13,80,3698.4,0.46,3697.94
2023-06-23,24,1437,18,7,12,4638.84,63.3,4575.54
2022-02-11,120,1438,1,4,37,31087.03,250.83,30836.2
2021-12-06,60,1439,9,11,80,76122.4,143.18,75979.22
2021-12-02,60,1440,21,7,91,86589.23,253.89,86335.34
2022-12-05,19,1441,5,2,88,73936.72,112.37,73824.35
2022-08-17,167,1442,37,6,68,31354.12,102.13,31251.99
2022-11-03,5,1443,7,15,31,20222.85,87.57,20135.28
2023-05-14,39,1444,5,10,20,19902.6,41.24,19861.36
2022-12-10,15,1445,34,6,79,66946.97,18.9,66928.07
2022-02-22,57,1446,3,14,23,9961.3,57.95,9903.35
2023-08-26,4,1447,8,17,50,18200.5,24.29,18176.21
2022-08-16,11,1448,4,8,25,16501.25,73.59,16427.66
2022-09-08,22,1449,5,9,21,5640.81,43.7,5597.110000000001
2023-02-07,49,1450,12,1,36,1664.28,7.23,1657.05
2023-08-01,8,1451,21,8,22,1496.22,16.24,1479.98
2022-11-19,132,1452,23,5,15,4029.15,52.63,3976.52
2022-07-11,6,1453,15,14,41,27062.05,76.16,26985.89
2022-12-17,114,1454,9,17,3,2790.9,183.47,2607.43
2022-05-02,15,1455,18,15,90,76268.7,242.44,76026.26
2023-06-09,49,1456,25,10,7,323.61,9.74,313.86999999999995
2023-02-23,26,1457,19,16,39,34041.15,202.74,33838.41
2022-10-04,5,1458,8,12,37,24136.95,192.81,23944.14
2022-06-07,39,1459,18,3,94,93542.22,273.36,93268.86
2023-09-17,43,1460,19,15,51,22022.82,36.29,21986.53
2023-04-25,136,1461,34,12,19,18907.47,40.99,18866.48
2022-09-16,4,1462,27,6,23,8372.23,54.29,8317.939999999999
2022-08-13,13,1463,17,13,59,54887.7,10.27,54877.43
2023-02-28,19,1464,14,2,1,840.19,89.04,751.1500000000001
2023-01-27,59,1465,23,6,56,55727.28,23.3,55703.98
2023-04-16,29,1466,4,13,81,52010.91,144.4,51866.51
2021-12-22,58,1467,18,7,20,13867.8,57.92,13809.88
2023-08-08,4,1468,34,3,58,21112.58,32.19,21080.39
2021-12-21,26,1469,14,15,83,72446.55,238.38,72208.17
2023-01-19,22,1470,11,17,64,17191.04,20.42,17170.620000000003
2023-03-10,185,1471,12,18,68,57132.920000000006,10.18,57122.740000000005
2022-04-06,4,1472,5,5,88,32032.88,22.64,32010.24
2023-07-27,15,1473,11,17,78,66099.54,245.01,65854.53
2022-09-07,29,1474,18,7,93,59716.23,76.6,59639.630000000005
2022-12-30,19,1475,8,14,8,6721.52,134.29,6587.2300000000005
2022-08-16,29,1476,6,14,55,35316.05,55.36,35260.69
2022-12-18,17,1477,10,5,93,64485.27,120.07,64365.2
2022-09-07,15,1478,24,8,45,38134.35,82.1,38052.25
2021-11-10,198,1479,17,10,6,5970.78,133.99,5836.79
2021-11-27,114,1480,15,1,58,53957.4,270.11,53687.28999999999
2021-12-19,30,1481,23,11,24,8736.24,63.92,8672.32
2022-10-24,199,1482,24,3,22,18484.18,30.72,18453.46
2022-08-23,57,1483,23,9,9,3897.9,68.98,3828.92
2023-07-12,81,1484,24,7,73,19608.53,23.93,19584.6
2021-10-02,57,1485,27,2,18,7795.8,75.23,7720.570000000001
2022-02-09,44,1486,23,18,39,8923.98,43.94,8880.039999999999
2022-03-27,130,1487,1,18,24,5491.68,7.96,5483.72
2022-09-02,25,1488,6,16,60,57091.8,245.37,56846.42999999999
2023-09-17,38,1489,19,6,53,19292.53,22.2,19270.33
2022-02-12,27,1490,12,8,33,15215.97,115.87,15100.1
2022-09-29,15,1491,1,10,78,66099.54,150.3,65949.23999999999
2023-01-03,13,1492,7,4,76,70702.8,15.33,70687.47
2022-09-14,200,1493,17,15,94,4345.62,11.07,4334.55
2023-06-18,71,1494,9,17,45,39278.25,4.11,39274.14
2023-01-14,181,1495,9,18,83,78976.98999999999,226.57,78750.41999999998
2023-04-28,61,1496,23,7,30,28545.9,32.88,28513.02
2022-04-03,57,1497,8,16,53,22954.300000000003,115.91,22838.390000000003
2022-12-14,27,1498,1,4,31,14293.79,108.99,14184.8
2021-10-22,132,1499,15,2,62,16653.82,50.79,16603.03
2022-07-30,57,1500,14,5,37,16024.7,42.01,15982.69
2022-06-04,81,1501,34,5,15,4029.15,38.84,3990.31
2022-12-03,113,1502,21,13,42,11281.62,58.54,11223.08
2021-10-27,60,1503,11,10,44,41867.32,94.88,41772.44
2022-01-13,160,1504,34,16,58,2681.34,2.17,2679.17
2022-04-06,15,1505,18,18,64,54235.52,125.72,54109.8
2022-11-09,4,1506,35,11,15,5460.15,55.19,5404.96
2022-10-11,201,1507,6,13,45,19431.9,55.63,19376.27
2022-03-30,15,1508,18,16,14,11864.02,72.5,11791.52
2022-03-17,39,1509,17,1,75,74634.75,147.9,74486.85
2022-01-03,57,1510,11,10,41,17757.100000000002,18.2,17738.9
2022-01-22,11,1511,8,6,100,66005.0,15.0,65990.0
2023-08-03,13,1512,3,10,34,31630.2,238.83,31391.369999999995
2023-03-12,4,1513,40,13,38,13832.38,67.93,13764.45
2022-02-15,18,1514,7,14,100,65111.0,180.25,64930.75
2023-07-25,72,1515,4,5,96,4438.08,0.51,4437.57
2023-07-28,2,1516,23,9,42,35592.06,167.89,35424.17
2021-11-21,4,1517,10,16,47,17108.47,50.59,17057.88
2022-11-08,196,1518,23,6,40,17272.8,43.07,17229.73
2021-12-20,17,1519,6,12,32,22188.48,114.76,22073.72
2023-09-18,44,1520,9,14,62,14186.84,25.99,14160.85
2023-01-22,46,1521,21,5,63,40452.93,45.54,40407.39
2021-12-16,60,1522,39,7,59,56140.27,123.9,56016.37
2023-01-25,27,1523,4,6,18,8299.619999999999,126.41,8173.209999999999
2023-04-03,72,1524,18,6,70,3236.1,11.58,3224.52
2022-11-05,29,1525,3,12,79,50726.69,68.7,50657.990000000005
2023-09-04,26,1526,9,14,9,7855.650000000001,250.5,7605.150000000001
2022-01-12,87,1527,6,11,93,61384.65,129.02,61255.63
2022-04-12,15,1528,18,12,24,20338.32,158.01,20180.31
2023-02-22,202,1529,32,10,19,16584.15,173.87,16410.280000000002
2023-07-18,42,1530,34,13,13,884.1300000000001,13.89,870.2400000000001
2022-06-02,12,1531,1,11,23,19324.370000000003,96.9,19227.47
2023-04-20,19,1532,8,9,93,78137.67,73.52,78064.15
2023-04-14,18,1533,5,15,97,63157.67,106.84,63050.83
2023-02-25,18,1534,21,17,33,21486.63,25.96,21460.67
2023-09-19,52,1535,15,4,34,1571.82,5.33,1566.49
2022-09-23,60,1536,4,17,15,14272.95,228.41,14044.54
2022-05-13,38,1537,12,3,38,13832.38,55.3,13777.08
2023-03-25,54,1538,12,3,91,20822.62,42.74,20779.88
2023-06-01,31,1539,36,12,28,12126.8,57.55,12069.250000000002
2023-06-25,50,1540,6,5,16,15224.48,142.32,15082.16
2022-01-13,102,1541,12,17,39,16890.9,55.64,16835.260000000002
2021-11-16,185,1542,25,12,94,78977.86,190.57,78787.29
2023-01-29,22,1543,10,15,53,14236.33,30.63,14205.7
2023-03-13,19,1544,18,4,97,81498.43000000001,91.37,81407.06000000001
2023-06-27,11,1545,8,16,11,7260.549999999999,186.07,7074.48
2023-06-01,5,1546,7,4,57,37183.95,151.89,37032.060000000005
2022-08-14,81,1547,3,14,9,2417.49,68.95,2348.5400000000004
2022-03-14,17,1548,1,8,33,22881.87,165.09,22716.78
2023-09-17,39,1549,25,9,38,37814.94,249.12,37565.82
2021-12-22,48,1550,17,12,21,19536.3,106.35,19429.95
2022-07-28,28,1551,15,16,41,40800.33,102.75,40697.58
2022-10-15,126,1552,6,9,43,16622.51,49.95,16572.559999999998
2022-08-08,43,1553,14,15,77,33250.14,18.64,33231.5
2023-09-26,11,1554,1,13,97,64024.85,120.08,63904.77
2022-06-12,34,1555,1,5,74,48273.9,176.55,48097.35
2022-01-15,19,1556,23,8,47,39488.93,49.12,39439.81
2021-11-25,128,1557,29,1,57,3876.57,7.54,3869.03
2022-07-22,116,1558,12,7,72,46231.92,89.48,46142.44
2022-12-12,44,1559,5,7,41,9381.62,7.47,9374.15
2023-05-14,75,1560,8,3,62,42990.18,196.28,42793.9
2022-11-02,24,1561,5,17,94,36337.58,107.07,36230.51
2022-05-09,47,1562,25,16,90,41498.1,34.09,41464.01
2022-03-16,19,1563,1,14,1,840.19,33.24,806.95
2022-08-20,8,1564,15,15,77,5236.77,7.04,5229.7300000000005
2022-07-28,24,1565,1,8,55,21261.35,107.84,21153.51
2021-12-08,81,1566,19,13,13,3491.9300000000003,21.75,3470.1800000000003
2022-01-26,24,1567,9,14,44,17009.079999999998,78.22,16930.859999999997
2023-08-09,18,1568,18,15,3,1953.33,35.04,1918.29
2022-05-10,203,1569,5,3,65,42322.15,147.24,42174.91
2021-12-15,8,1570,25,12,5,340.05,11.1,328.95
2022-08-23,39,1571,13,7,82,81600.66,168.0,81432.66
2023-06-04,39,1572,38,8,81,80605.53,126.84,80478.69
2023-02-02,125,1573,17,1,28,10823.96,38.76,10785.2
2022-03-29,128,1574,15,17,97,6596.97,19.34,6577.63
2022-07-12,43,1575,24,15,69,29795.58,39.09,29756.49
2023-03-08,204,1576,16,1,97,63277.95,175.98,63101.97
2022-09-01,29,1577,3,11,61,39168.71,185.56,38983.15
2021-09-30,185,1578,12,2,50,42009.5,249.91,41759.59
2023-03-16,59,1579,29,7,61,60702.93,72.22,60630.71
2022-07-28,26,1580,11,1,22,19202.7,105.59,19097.11
2022-11-18,19,1581,24,7,44,36968.36,21.9,36946.46
2023-04-22,60,1582,24,1,87,82783.11,206.17,82576.94
2023-09-12,5,1583,8,16,11,7175.85,115.54,7060.31
2022-07-29,5,1584,15,1,99,64582.65,45.44,64537.21
2022-04-13,27,1585,8,2,61,28126.49,71.84,28054.65
2023-01-05,42,1586,14,1,90,6120.900000000001,13.63,6107.27
2023-08-09,39,1587,28,3,27,26868.51,67.83,26800.68
2022-09-29,57,1588,25,13,17,7362.700000000001,42.12,7320.580000000001
2022-12-13,5,1589,1,2,7,4566.45,103.26,4463.19
2023-04-21,123,1590,8,6,91,59363.85,106.13,59257.72
2022-09-22,8,1591,24,9,42,2856.42,6.51,2849.91
2022-11-13,78,1592,4,15,10,2288.2,15.0,2273.2
2022-01-16,101,1593,10,7,38,32202.34,144.87,32057.47
2021-11-01,87,1594,30,7,31,20461.55,95.25,20366.3
2022-03-23,127,1595,4,6,18,8299.619999999999,113.16,8186.459999999999
2023-06-19,205,1596,25,13,21,13484.31,128.91,13355.4
2023-03-10,4,1597,11,13,71,25844.71,109.13,25735.58
2023-08-19,11,1598,4,14,11,7260.549999999999,116.9,7143.65
2023-08-06,11,1599,19,17,28,18481.4,34.87,18446.53
2022-06-04,69,1600,11,4,79,66946.97,110.57,66836.4
2022-05-18,57,1601,19,18,68,29450.800000000003,9.46,29441.340000000004
2022-06-02,29,1602,1,3,78,50084.58,52.44,50032.14
2022-05-03,51,1603,14,16,67,43707.45,147.38,43560.07000000001
2023-07-26,69,1604,14,18,47,39829.21,190.39,39638.82
2023-06-19,153,1605,19,2,53,24437.77,73.99,24363.78
2023-02-07,35,1606,17,2,65,3004.95,2.69,3002.26
2023-05-23,24,1607,10,14,73,28219.61,21.89,28197.72
2021-12-20,29,1608,4,15,2,1284.22,82.08,1202.14
2022-09-11,4,1609,17,2,2,728.02,58.37,669.65
2022-09-21,27,1610,1,6,77,35503.93,123.26,35380.67
2021-12-20,22,1611,5,3,24,6446.64,20.27,6426.37
2023-03-12,190,1612,7,15,15,9766.65,139.75,9626.9
2022-04-22,132,1613,35,2,1,268.61,35.77,232.84
2022-11-29,15,1614,8,6,91,77116.12999999999,143.46,76972.66999999998
2022-09-09,105,1615,17,2,94,82047.90000000001,43.51,82004.39000000001
2021-12-26,43,1616,18,1,92,39727.44,115.25,39612.19
2022-01-12,47,1617,4,2,66,30431.94,12.62,30419.32
2022-01-26,8,1618,17,6,71,4828.71,18.96,4809.75
2023-02-04,147,1619,24,8,54,23387.4,81.65,23305.75
2022-12-30,56,1620,8,5,68,3143.64,3.45,3140.19
2022-08-30,100,1621,14,11,12,4638.84,36.78,4602.06
2023-02-08,112,1622,5,15,52,36056.28,198.75,35857.53
2023-04-05,173,1623,4,7,13,8580.65,65.17,8515.48
2023-05-29,4,1624,19,9,64,23296.64,64.84,23231.8
2023-08-14,56,1625,11,4,64,2958.72,12.95,2945.77
2022-10-25,39,1626,27,13,30,29853.9,236.36,29617.54
2023-04-08,8,1627,3,18,6,408.06000000000006,16.73,391.33
2021-10-28,17,1628,15,14,50,34669.5,169.91,34499.59
2023-08-15,206,1629,12,10,6,277.38,7.18,270.2
2023-01-21,72,1630,34,13,36,1664.28,6.55,1657.73
2022-05-01,27,1631,21,16,6,2766.54,42.97,2723.57
2022-06-28,159,1632,5,11,45,2080.35,6.21,2074.14
2022-04-29,5,1633,18,13,47,30660.45,140.14,30520.31
2022-08-10,26,1634,3,1,24,20948.4,41.68,20906.72
2023-08-28,13,1635,21,6,55,51166.5,92.83,51073.67
2022-02-13,123,1636,4,15,98,63930.3,121.98,63808.32
2022-11-28,10,1637,18,2,39,16890.9,37.34,16853.56
2021-12-31,60,1638,6,2,81,77073.93,145.45,76928.48
2021-12-24,19,1639,1,1,45,37808.55,207.76,37600.79
2021-12-07,161,1640,16,12,5,1144.1,32.92,1111.1799999999998
2021-10-20,8,1641,19,2,78,5304.780000000001,1.56,5303.22
2021-10-13,48,1642,17,10,80,74424.0,93.83,74330.17
2022-09-05,29,1643,3,7,93,59716.23,139.65,59576.58
2023-09-12,48,1644,4,1,27,25118.1,248.05,24870.05
2023-01-11,150,1645,16,3,60,38526.6,152.47,38374.13
2023-07-29,27,1646,20,6,91,41959.19,25.45,41933.74
2023-09-21,26,1647,2,2,44,38405.4,196.51,38208.89
2021-12-21,118,1648,13,11,49,48761.37,122.16,48639.21
2022-04-13,119,1649,32,12,67,4556.67,11.0,4545.67
2023-08-07,56,1650,34,17,34,1571.82,4.09,1567.73
2023-08-08,56,1651,4,5,64,2958.72,6.88,2951.84
2022-12-21,64,1652,10,11,40,34914.0,105.4,34808.6
2022-09-10,5,1653,1,6,15,9785.25,25.43,9759.82
2023-08-29,43,1654,4,16,1,431.82,6.04,425.78
2023-09-02,94,1655,17,10,47,17108.47,37.08,17071.39
2021-11-18,118,1656,4,12,87,86576.31,102.31,86474.0
2023-02-04,11,1657,15,15,48,31682.4,23.24,31659.16
2022-01-20,50,1658,16,10,43,40915.79,124.27,40791.52
2021-10-15,60,1659,31,4,52,49479.56,250.46,49229.1
2022-07-10,39,1660,11,9,81,80605.53,215.93,80389.6
2022-12-31,207,1661,25,18,25,21185.75,250.39,20935.36
2023-09-24,153,1662,21,15,92,42420.28,73.28,42347.0
2022-11-12,33,1663,38,17,97,63157.67,145.28,63012.39
2022-02-18,43,1664,18,8,71,30659.22,123.57,30535.65
2022-12-13,33,1665,19,11,28,18231.08,73.73,18157.35
2023-04-08,16,1666,17,9,52,23976.68,135.83,23840.85
2021-12-23,27,1667,23,8,54,24898.86,20.11,24878.75
2022-06-16,125,1668,12,7,81,31312.17,3.57,31308.6
2023-07-05,24,1669,10,13,67,25900.19,35.13,25865.06
2023-08-06,18,1670,20,14,99,64459.89,27.2,64432.69
2023-09-02,39,1671,7,9,29,28858.77,169.19,28689.58
2023-07-21,27,1672,32,15,74,34120.66,18.13,34102.53
2022-07-04,43,1673,24,15,27,11659.14,121.61,11537.53
2022-11-26,64,1674,7,12,21,18329.85,100.68,18229.17
2023-01-25,45,1675,1,10,10,8474.3,17.8,8456.5
2021-10-29,45,1676,19,2,88,74573.84,126.36,74447.48
2022-05-30,29,1677,15,10,90,57789.9,83.3,57706.6
2021-11-25,18,1678,4,16,99,64459.89,44.51,64415.38
2023-08-01,15,1679,12,14,7,5932.009999999999,22.25,5909.759999999999
2021-11-15,15,1680,1,14,67,56777.81,34.01,56743.8
2023-08-05,24,1681,11,18,99,38270.43,108.09,38162.34
2023-09-12,101,1682,25,9,46,38981.78,44.37,38937.41
2022-12-23,56,1683,6,15,41,1895.43,5.39,1890.04
2022-03-20,60,1684,4,18,90,85637.7,198.94,85438.76
2023-04-16,18,1685,5,5,45,29299.95,4.99,29294.96
2022-05-03,5,1686,10,14,8,5218.8,187.04,5031.76
2023-08-18,19,1687,7,13,99,83178.81000000001,75.34,83103.47000000002
2022-04-07,138,1688,25,14,85,22831.85,30.83,22801.02
2022-12-07,27,1689,17,9,7,3227.63,131.68,3095.95
2022-02-14,42,1690,5,12,49,3332.49,3.39,3329.1000000000004
